,annotation,id,name,parents,steps,tags
1892,,430a00efe2cc523c,Workflow constructed from history 'ChIP-seq test',"{13: [], 14: [], 15: [], 16: [], 17: [], 18: [], 19: [], 20: [], 21: [], 22: [], 23: [], 24: [], 25: [], 26: [], 27: [], 28: [], 29: [], 30: [], 31: [], 32: [], 33: [], 34: [], 35: [14], 36: [14], 37: [36], 38: [36]}","[fastqc, trim_galore, deeptools_computeGCBias, deeptools_computeGCBias, deeptools_computeGCBias, deeptools_computeGCBias, samtools_idxstats, deeptools_bamCoverage, deeptools_bamCoverage, deeptools_computeGCBias, deeptools_bamFingerprint, deeptools_computeGCBias, deeptools_computeGCBias, deeptools_bamCorrelate, deeptools_computeGCBias, deeptools_bamFingerprint, samtools_idxstats, deeptools_bamCoverage, deeptools_bamCoverage, deeptools_bamCompare, deeptools_bamCompare, macs2_callpeak, fastqc, bowtie2, bam_to_sam, deeptools_bamCorrelate]",
1893,,4cde30b9f2f97798,create_bed_file_with_peak_center_as_postions_c6,"{1: [], 2: [1], 3: [2], 4: [3]}","[Add_a_column1, Add_a_column1, Add_a_column1, Cut1]",
1894,,4c1b6b7d9cc8e63b,GLIMMER_to_GFF,"{0: [], 1: [0], 2: [1], 3: [2], 4: [3], 5: [4], 6: [5], 7: [6], 8: [7], 9: [7], 10: [9], 11: [8, 10], 12: [11]}","[Remove beginning1, Cut1, addValue, addValue, addValue, addValue, Cut1, cshl_sed_tool, Filter1, Filter1, Cut1, cat1, Cut1]",
1895,,443c43f31af70323,RNASeq Test,"{1: [], 2: [], 3: [2]}","[fastqc, trim_galore, tophat2]",
1896,,4d22ec9b4a6d2d21,GLIMMER_to_GFF,"{0: [], 1: [0], 2: [1], 3: [2], 4: [3], 5: [4], 6: [5], 7: [6], 8: [7], 9: [7], 10: [9], 11: [8, 10], 12: [11]}","[Remove beginning1, Cut1, addValue, addValue, addValue, addValue, Cut1, cshl_sed_tool, Filter1, Filter1, Cut1, cat1, Cut1]",
1897,,44ae7f54611a41d1,Workflow constructed from history 'General Galaxy Intro',"{2: [], 3: [], 4: [2], 5: [4], 6: [5], 7: [3, 6], 8: [7]}","[cshl_awk_tool, get_flanks1, tp_replace_in_column, tp_replace_in_column, CONVERTER_interval_to_bed_0, gops_intersect_1, Count1]",
1898,,416ea4089afd3592,Copy of MSGFplus test shared by user matthiasfahrner,"{2: [], 3: [2], 4: [3], 5: [4], 6: [5]}","[MSGFPlusAdapter, PeptideIndexer, FalseDiscoveryRate, IDFilter, FileInfo]",
1899,,41042c61dda3c527,Blast-test,"{2: [], 3: [], 4: [], 5: [], 6: []}","[ncbi_tblastn_wrapper, ncbi_blastp_wrapper, ncbi_blastn_wrapper, ncbi_tblastx_wrapper, ncbi_blastx_wrapper]",
1900,,44bfc256e372beeb,feature + DEseq2,"{15: [], 16: [], 17: [], 18: [], 19: [], 20: [], 21: [], 22: [], 23: [], 24: [], 25: [], 26: [], 27: [], 28: []}","[featurecounts, featurecounts, featurecounts, featurecounts, featurecounts, featurecounts, featurecounts, featurecounts, featurecounts, featurecounts, featurecounts, featurecounts, featurecounts, featurecounts]",
1901,,4c9c50e4897c9e4e,QED filtering,"{1: [], 2: [], 3: [1], 4: [2]}","[ctb_silicos_qed, ctb_ob_genProp, Filter1, ctb_filter]",
1902,,48f34c46c16b877f,BS-Seq analysis PE data set bismarck rmdup BAMmerge dataset collection pairs,"{2: [], 3: [2], 4: [2], 5: [2], 6: [4]}","[trim_galore, fastqc, bismark_bowtie, fastqc, samtools_rmdup]",
1903,,4e2b806241279bb4,Workflow constructed from history 'Ray_Bowtie_verySensitive_RedSea',"{0: [], 1: [0], 2: [1]}","[fasta2tab, join1, Cut1]",
1904,,49aceaf84f06f4b0,"Find overlap, count, Bar Chart","{0: [], 1: [0], 2: [1], 3: [2]}","[gops_intersect_1, Count1, tp_sort_header_tool, barchart_gnuplot]",
1905,,4332ca0ceda3d3e9,Peptide identification and quantification 2.2,"{2: [], 3: [2], 4: [2], 5: [3], 6: [3], 7: [5, 6], 8: [7], 9: [8], 10: [9], 11: [10], 12: [10], 13: [11], 14: [2, 12], 15: [13], 16: [14], 17: [14], 18: [16], 19: [16], 20: [18], 21: [18], 22: [18], 23: [21], 24: [22], 25: [22], 26: [24], 27: [24]}","[FeatureFinderMultiplex, HighResPrecursorMassCorrector, FileInfo, XTandemAdapter, XTandemAdapter, IDMerger, ConsensusID, PeptideIndexer, FalseDiscoveryRate, FileInfo, IDFilter, Remove beginning1, IDMapper, collection_column_join, FileFilter, FileInfo, IDConflictResolver, FileInfo, FileInfo, FileMerger, MultiplexResolver, MzTabExporter, FileMerger, FileInfo, MzTabExporter, FileInfo]",
1906,,4207c6584295e7c8,"RNAseq QC, mapping, conversion to bigwig","{2: [], 3: [], 4: [3], 5: [3], 6: [5]}","[fastqc, trim_galore, fastqc, tophat2, deeptools_bamCoverage]",
1907,,48bf8e89971afbd6,searchGUI peptide shaker moff for single file,"{2: [], 3: [2], 4: [3], 5: [4]}","[FileConverter, search_gui, peptide_shaker, proteomics_moff]",Label-free
1908,,482da3e3e1f19f66,Workflow constructed from history 'Galaxy course test file',"{2: [], 3: [], 4: [2], 5: [4], 6: [5], 7: [3, 5], 8: [7]}","[tp_replace_in_column, get_flanks1, tp_replace_in_column, cshl_awk_tool, CONVERTER_interval_to_bed_0, gops_intersect_1, Count1]",
1909,,43e7c4cfd1fdc380,uvCLAP_prep_v6_dsc_testonlyonerep_addsecondagain_switchAB,"{4: [], 5: [4], 6: [4], 7: [5], 8: [6], 9: [8], 10: [9], 11: [9, 10, 7], 12: [11], 13: [11]}","[flexbar_no_split, remove_tail.py, remove_tail.py, extract_bcs.py, extract_bcs.py, extract_bcs.py, convert_bc_to_binary_RY.py, flexbar_split_RYYR_bcs, flexbardsc, flexbardsc]",
1910,,4575e2095295ee7e,Workflow constructed from history 'Fragmentation-DB app 200',"{0: [], 1: [], 2: [1], 3: [2]}","[ctb_compound_convert, fragmenter, bg_uniq, ctb_compound_convert]",
1911,,422ba2b7d0fa461c,Bed_to_Bam_converters,{2: []},[bedtools_bedtobam],
1912,,4efe5554f38e0d0a,Workflow constructed from history 'General Galaxy Introduction',"{2: [], 3: [], 4: [2], 5: [4], 6: [5], 7: [6], 8: [3, 6], 9: [8]}","[cshl_awk_tool, get_flanks1, tp_tac, tp_replace_in_line, tp_replace_in_line, CONVERTER_interval_to_bed_0, gops_intersect_1, Count1]",
1913,,47bb28d1a59a692b,dev_bctools_mapSE_bt2_hg19_v3,"{2: [], 3: [2], 4: [2], 5: [3], 6: [4], 7: [6], 8: [7], 9: [8], 10: [8], 11: [9], 12: [10], 13: [12], 14: [12], 15: [12], 16: [13], 17: [14], 18: [15], 19: [16, 11, 5]}","[secretbt2test, samtools_flagstat, ngsutils_bam_filter, tp_awk_tool, bam_to_sam, tp_awk_tool, extract_aln_ends.py, wc_gnu, merge_pcr_duplicates.py, tp_awk_tool, rm_spurious_events.py, wc_gnu, bedtools_genomecoveragebed_bedgraph, coords2clnt.py, tp_awk_tool, wig_to_bigWig, piranha, cat1]",
1914,,461d4b00606e2dce,"Add ""chr"" at beginning of each line",{1: []},[cshl_awk_tool],
1915,,49ad9824f667c675,Übung 1,"{1: [], 2: [], 3: []}","[EMBOSS: geecee41, EMBOSS: revseq82, EMBOSS: getorf42]",
1916,,47bb9b416ea1c084,SNP Calling,"{2: [], 3: [2], 4: [3], 5: [4]}","[vcfallelicprimitives, snpSift_filter, snpSift_annotate, snpEff]",
1917,,4cbf08211577b1f7,GLIMMER_to_GFF,"{0: [], 1: [0], 2: [1], 3: [2], 4: [3], 5: [4], 6: [5], 7: [6], 8: [7], 9: [7], 10: [9], 11: [8, 10], 12: [11]}","[Remove beginning1, Cut1, addValue, addValue, addValue, addValue, Cut1, cshl_sed_tool, Filter1, Filter1, Cut1, cat1, Cut1]",
1918,,4f15be5c8247baef,Step 2: SecretomeP,"{1: [], 2: [1]}","[Filter1, tp_cut_tool]",
1919,,41e39c04ad2377e6,uvCLAP_prep_v9_fixrepB,"{4: [], 5: [], 6: [4], 7: [4], 8: [5], 9: [5], 10: [6], 11: [7], 12: [11], 13: [12], 14: [10, 12, 13], 15: [8, 14], 16: [9, 14]}","[flexbar_no_split, sed_stream_editor, remove_tail.py, remove_tail.py, tp_awk_tool, tp_awk_tool, extract_bcs.py, extract_bcs.py, extract_bcs.py, convert_bc_to_binary_RY.py, flexbar_split_RYYR_bcs, flexbardsc, flexbardsc]",
1920,,487c760bae6190fb,Create Full Annotation File,"{8: [7], 5: [], 6: [5], 7: [6]}","[cat1, bedtools_sortbed, Add_a_column1, Cut1]",
1921,,450494c9f07a080a,Workflow constructed from history 'GalaxyIntro',"{2: [], 3: [2], 4: [3]}","[get_flanks1, gops_intersect_1, Count1]",
1922,,4eebc8ac055d0d2a,Blast gegen viRBase,"{1: [], 2: [], 3: [2], 4: [3], 5: [4], 6: [1, 5], 7: [6], 8: [7]}","[ncbi_makeblastdb, bowtie2, bedtools_bamtobed, Extract genomic DNA 1, fasta_filter_by_length, ncbi_blastn_wrapper, Filter1, Grep1]",
1923,,459bb23dde04c82b,create_bed_file_with_peak_center_as_postions_c3,"{1: [], 2: [1], 3: [2], 4: [3]}","[Add_a_column1, Add_a_column1, Add_a_column1, Cut1]",
1924,,4777b7dbfbe24f0c,Workflow constructed from history 'Einführung',"{2: [], 3: [], 4: [], 5: [], 6: [], 7: [5, 6], 8: [7]}","[CONVERTER_interval_to_bed_0, tp_replace_in_line, tp_replace_in_line, tp_replace_in_line, get_flanks1, gops_intersect_1, Count1]",
1925,,4a3609e82b655595,Workflow constructed from history 'GO Annotation OBO Proteomics',"{3: [], 4: [], 5: [], 6: [], 7: [], 8: [4], 9: [5], 10: [6], 11: [7], 12: [8, 9], 13: [11, 3], 14: [8, 11], 15: [11, 12], 16: [14], 17: [15]}","[get_child_terms, get_subontology_from, get_subontology_from, get_subontology_from, Grep1, term_id_vs_term_def, term_id_vs_term_def, term_id_vs_term_def, tp_easyjoin_tool, comp1, tp_easyjoin_tool, tp_easyjoin_tool, tp_easyjoin_tool, DatamashOps, DatamashOps]",
1926,,412872a54ec2d9d5,Workflow constructed from history 'pps test',{0: []},[bamFilter],
1927,,43aa1a98729a77f2,Unnamed workflow,{1: []},[MSGFPlusAdapter],
1928,,4ba74dfd9cf0b2a2,Workflow constructed from history 'Day1',"{2: [], 3: [], 4: [2], 5: [4], 6: [3, 5], 7: [6]}","[cshl_awk_tool, get_flanks1, tp_replace_in_line, tp_replace_in_line, bedtools_intersectbed, Count1]",
1929,,4ef6f3faae0737c6,Methylation example workflow,"{3: [], 4: [], 5: [], 6: [3], 7: [3], 8: [4], 9: [6], 10: [6], 11: [6], 12: [6], 13: [7], 14: [5, 7], 15: [8], 16: [10], 17: [11], 18: [12], 19: [10, 12], 20: [13], 21: [15], 22: [17], 23: [16, 18], 24: [10, 19, 12], 25: [20], 26: [5, 21], 27: [22], 28: [23], 29: [25], 30: [26], 31: [27, 5], 32: [29], 33: [31], 34: [32, 5], 35: [32, 14], 36: [34], 37: [35]}","[methtools_calling, Filter1, Cut1, cshl_sort_header, cshl_sort_header, Add_a_column1, methtools_destrand, bedtools_intersectbed_bam, Filter1, bedtools_intersectbed_bam, cshl_uniq_tool, bedtools_intersectbed_bam, Cut1, Cut1, Add_a_column1, Cut1, methtools_dmr, Filter1, wig_to_bigWig, Cut1, Paste1, methtools_plot, Add_a_column1, computeMatrix, wig_to_bigWig, r_correlation_matrix, Cut1, heatmapper_deepTools, computeMatrix, wig_to_bigWig, heatmapper_deepTools, computeMatrix, computeMatrix, heatmapper_deepTools, heatmapper_deepTools]",
1930,,4861e56f2383bf03,Unnamed workflow,"{2: [], 3: [2], 4: [3], 5: [4]}","[addValue, addValue, bedtools_intersectbed, Cut1]",
1931,,4e44b63d1fe043c3,test rename in wf,{2: []},[bowtie2],
1932,,4dd91407942619bb,My first Workflow ,"{1: [], 2: [], 3: [2], 4: [2], 5: [4], 6: [4], 7: [6], 8: [7], 9: [8], 10: [9]}","[fastqc, cutadapt, fastqc, trimmomatic, fastqc, fastq_to_fasta_python, ncbi_blastn_wrapper, Fetch Taxonomic Ranks, lca1, Draw_phylogram]",
1933,,4459f0d1e924ba46,single_input_cat,{1: []},[tp_cat],
1934,,48880a9e4f84b490,Workflow constructed from history 'test shared data',{17: []},[rna_star],
1935,,b63739cc39a4742a,GLIMMER_to_GFF,"{0: [], 1: [0], 2: [1], 3: [2], 4: [3], 5: [4], 6: [5], 7: [6], 8: [7], 9: [7], 10: [9], 11: [8, 10], 12: [11]}","[Remove beginning1, Cut1, addValue, addValue, addValue, addValue, Cut1, cshl_sed_tool, Filter1, Filter1, Cut1, cat1, Cut1]",
1936,,b029640dd98e583f,Workflow constructed from history 'Exome Seq',"{2: [], 3: [2], 4: [3], 5: [4], 6: [5]}","[freebayes, vcfallelicprimitives, snpSift_filter, snpSift_annotate, snpEff]",
1937,,b16aa61c06d4cf22,Proper unique on a column,"{1: [], 2: [1], 3: [2]}","[Cut1, sort1, cshl_uniq_tool]",
1938,,b00147c86a83d0b5,CVDC,"{1: [], 2: [1], 3: [2], 4: [2], 5: [3]}","[trim_galore, bowtie2, samtools_rmdup, samtools_flagstat, deeptools_bam_coverage]",
1939,,b0a5130fc72c4eea,SavedAs_Get_sequence_abundance_tab_from_fastq,"{1: [], 2: [1], 3: [2]}","[tp_awk_tool, datamash_ops, tp_sort_header_tool]",
1940,,b8d9824c20f74c8b,deepTools: from 2 BAMs to a heatmap of log2ratios,"{3: [], 4: [], 5: [], 6: [3, 4, 5], 7: [6]}","[bamCompare_deepTools, Grep1, Grep1, computeMatrix, heatmapper_deepTools]",
1941,,b46b1192ea1dc245,Workflow constructed from history 'GalaxyCourse_190916',"{2: [], 3: [], 4: [2], 5: [4], 6: [3, 5], 7: [6], 8: [7], 9: [8]}","[cshl_awk_tool, get_flanks1, tp_replace_in_line, tp_replace_in_line, bedtools_intersectbed, Count1, sort1, barchart_gnuplot]",
1942,,b5cc92b53301a282,test,{0: []},[Paste1],
1943,,b45734d8ed9ab0c7,Workflow constructed from history 'ChIP-seq Part II',"{5: [], 6: [], 7: [], 8: [], 9: [], 10: [], 11: [9], 12: [11]}","[samtools_idxstats, deeptools_bam_coverage, deeptools_bam_coverage, deeptools_bam_compare, deeptools_bam_compare, macs2_callpeak, deeptools_compute_matrix, deeptools_plot_heatmap]",ChIP-seq
1944,,b1e60185f5325648,Finding 2 genes close to each other,"{2: [], 3: [], 4: [2], 5: [3], 6: [4], 7: [5], 8: [6], 9: [7], 10: [8], 11: [9], 12: [11], 13: [12], 14: [10, 13], 15: [14]}","[ncbi_tblastn_wrapper, ncbi_tblastn_wrapper, Cut1, Cut1, Add_a_column1, Add_a_column1, Add_a_column1, Add_a_column1, Cut1, Add_a_column1, Add_a_column1, Cut1, gops_intersect_1, Grouping1]",
1945,,b50d5e56ae9c4ce7,Preparation of a large compound library by merging of chemical databases.,"{0: [], 1: [], 2: [], 3: [], 4: [0], 5: [1], 6: [2], 7: [3], 8: [4], 9: [5], 10: [6], 11: [7], 12: [8], 13: [9], 14: [10], 15: [11], 16: [12], 17: [13], 18: [14], 19: [12, 13, 14, 15], 20: [15], 21: [19], 22: [21], 23: [22], 24: [23], 25: [24], 26: [25], 27: [26], 28: [27], 29: [28]}","[ctb_online_data_fetch, ctb_online_data_fetch, ctb_online_data_fetch, ctb_pubchem_download_as_smiles, ctb_change_title, Filter1, ctb_change_title, Filter1, ctb_compound_convert, ctb_compound_convert, ctb_compound_convert, ctb_compound_convert, addValue, addValue, addValue, addValue, bg_uniq, bg_uniq, bg_uniq, cat1, bg_uniq, mergeCols1, Cut1, Filter1, sed_stream_editor, bg_uniq, ctb_remIons, Grep1, bg_uniq, bg_uniq]",
1946,,b09c37a1e5261ad7,annotated DESeq,"{3: [], 4: [3]}","[__FLATTEN__, dexseq_annotate]",
1947,,b60b91385682ebb9,LC QTOF,"{0: [], 1: [0], 2: [1], 3: [2], 4: [3], 5: [4]}","[abims_xcms_xcmsSet, abims_xcms_group, abims_xcms_retcor, abims_xcms_group, abims_xcms_fillPeaks, abims_CAMERA_annotateDiffreport]",
1948,,b59f451749b9cdab,methyl bed to bigwig,"{1: [], 2: [1], 3: [2], 4: [3]}","[Filter1, Add_a_column1, Cut1, wig_to_bigWig]",
1949,,b2d2927a80de263e,Proper unique on a column,"{1: [], 2: [1], 3: [2]}","[Cut1, sort1, cshl_uniq_tool]",
1950,,b7c9666630c8a7eb,"Add ""chr"" at beginning of each line",{1: []},[cshl_awk_tool],
1951,,b672acf3d228b554,galaxy101-2015,"{2: [], 3: [2], 4: [3], 5: [4], 6: [5]}","[gops_join_1, Grouping1, sort1, Show beginning1, comp1]",
1952,,bf8976720c77e48f,Copy of 'Dimethyl',"{2: [], 3: [], 4: [2], 5: [4], 6: [5], 7: [], 8: [7], 9: [8], 10: [], 11: [9], 12: [10], 13: [11], 14: [3, 13], 15: [14], 16: [15], 17: [16], 18: [17, 12]}","[HighResPrecursorMassCorrector, FeatureFinderMultiplex, MSGFPlusAdapter, PeptideIndexer, IDPosteriorErrorProbability, IDMerger, ConsensusID, PeptideIndexer, IDMerger, FalseDiscoveryRate, FidoAdapter, IDFilter, IDMapper, FileFilter, FileMerger, IDConflictResolver, ProteinQuantifier]",
1953,,b12ecb69346bc5d7,ChIP Seq H3K27me3 E14.5 kidney #1,"{1: [], 2: [1], 3: [1], 4: [2], 5: [2]}","[fastq_groomer, trim_galore, fastqc, fastqc, bwa_wrapper]",
1954,,b13cde97a5f3d707,Overlap SNPS and Exons,"{2: [], 3: [2], 4: [3], 5: [4], 6: [5]}","[bedtools_intersectbed, Grouping1, sort1, tp_head_tool, comp1]",
1955,,bbd50263882fda61,Workflow constructed from history 'Galaxy WS days 2 ChIP-Seq',"{11: [], 12: [], 13: [], 14: [], 15: [], 16: [], 17: [], 18: [], 19: [], 20: [18], 21: [19], 22: [19], 23: [21], 24: [22], 25: [22], 26: [22]}","[samtools_idxstats, deeptools_bamCoverage, deeptools_bamCoverage, deeptools_bamCompare, modencode_peakcalling_macs2, CONVERTER_interval_to_bed_0, scatterplot_rpy, Filter1, CONVERTER_interval_to_bed_0, Add_a_column1, deeptools_computeMatrix, deeptools_computeMatrix, deeptools_heatmapper, deeptools_heatmapper, deeptools_heatmapper, deeptools_heatmapper]",
1956,,b4ec02b1599f1c43,Workflow constructed from history 'Cortex_H3K79me2_ChIP_140312_PB',"{8: [], 9: [], 10: [], 11: [], 12: [], 13: [], 14: [], 15: [], 16: [], 17: [], 18: [], 19: [], 20: [10], 21: [13], 22: [16], 23: [19], 24: [20, 21], 25: [22, 23]}","[fastqc, fastqc, bowtie2, fastqc, fastqc, bowtie2, fastqc, fastqc, bowtie2, fastqc, fastqc, bowtie2, samtools_rmdup, samtools_rmdup, samtools_rmdup, samtools_rmdup, modencode_peakcalling_macs2, modencode_peakcalling_macs2]",
1957,,b3d055de165ee47e,FLASH_mapdsc_bt2_dm3_v1,"{2: [], 3: [2], 4: [3], 5: [3], 6: [5], 7: [4, 6], 8: [7], 9: [7], 10: [8], 11: [9], 12: [11], 13: [12, 5], 14: [12], 15: [13], 16: [14], 17: [15], 18: [15], 19: [15], 20: [15], 21: [15], 22: [17], 23: [18], 24: [19], 25: [20], 26: [21], 27: [22], 28: [22], 29: [22], 30: [16, 10, 23], 31: [27], 32: [28], 33: [29]}","[__UNZIP_COLLECTION__, flexbar_no_split, remove_tail.py, extract_bcs.py, extract_bcs.py, bowtie2, samtools_flagstat, bam_to_sam, tp_awk_tool, tp_awk_tool, extract_aln_ends.py, merge_pcr_duplicates.py, wc_gnu, rm_spurious_events.py, tp_awk_tool, coords2clnt.py, wc_gnu, bedtools_genomecoveragebed_bedgraph, bedtools_genomecoveragebed_bedgraph, bedtools_genomecoveragebed_bedgraph, tp_awk_tool, tp_awk_tool, wig_to_bigWig, wig_to_bigWig, wig_to_bigWig, bedtools_genomecoveragebed_bedgraph, bedtools_genomecoveragebed_bedgraph, bedtools_genomecoveragebed_bedgraph, cat1, wig_to_bigWig, wig_to_bigWig, wig_to_bigWig]",
1958,,bca7bfd7de3038c9,Main isoform nodup random pick,"{2: [], 3: [2], 4: [3], 5: [4], 6: [5], 7: [6], 8: [7], 9: [8, 4], 10: [9], 11: [10], 12: [9, 11], 13: [12]}","[cufflinks, Remove beginning1, mergeCols1, Grouping1, mergeCols1, Cut1, Filter1, cshl_word_list_grep, Grouping1, Cut1, cshl_word_list_grep, sort1]",
1959,,b7ef5c6bf2ec8131,ExomSeq workflow wf,"{2: [], 3: [2], 4: [3], 5: [4], 6: [5]}","[freebayes, vcfallelicprimitives, snpSift_filter, snpSift_annotate, snpEff]",
1960,,b1b621bf07a6b097,STAR_single end,"{3: [], 4: [3], 5: [4], 6: [5]}","[trim_galore, rna_star, samtools_sort, htseq_count]",
1961,,b0e521605b51e9b3,refseq_kurz,"{0: [], 1: [0], 2: [1], 3: [2]}","[ncbi_makeblastdb, ncbi_blastn_wrapper, blastxml_to_tabular, Filter1]",
1962,,b3e71a92c1850bc0,RNA-seq,"{0: [], 2: [], 3: [], 4: [], 5: [3], 6: [3], 7: [3], 8: [3], 9: [7]}","[fastqc, fastqc, trim_galore, tp_head_tool, fastqc, fastqc, hisat2, hisat2, rseqc_infer_experiment]",
1963,,b39da0cbf8a6f3fe,directional longRNA after UMI clipping for mapping to various genomes - paired data collection,"{4: [], 5: [4], 6: [5]}","[bowtie2, je_markdupes, htseq_count]",
1964,,bb9b5033536b818b,"Add ""chr"" at beginning of each line",{1: []},[cshl_awk_tool],
1965,,b5475b64287ad787,WES before HaplotypeCaller,"{5: [], 6: [5], 7: [6], 8: [6, 7], 9: [8], 10: [8, 9]}","[bowtie2, samtools_rmdup, gatk2_realigner_target_creator, gatk2_indel_realigner, gatk2_base_recalibrator, gatk2_print_reads]",
1966,,bbe37a60c5459593,Workflow constructed from history 'Domain score mouse',"{4: [], 5: [], 6: [], 7: [4], 8: [5], 9: [6], 10: [7], 11: [8], 12: [9], 13: [12], 14: [10, 13], 15: [11, 13], 16: [14], 17: [15], 18: [16, 17], 19: [16, 17], 20: [16, 17], 21: [16, 17], 22: [20], 23: [19, 21], 24: [23], 25: [24, 22], 26: [25], 27: [25], 28: [26], 29: [27], 30: [28], 31: [29], 32: [30], 33: [31]}","[Add_a_column1, Add_a_column1, Add_a_column1, Cut1, Cut1, Add_a_column1, Filter1, Filter1, Cut1, Filter1, bedtools_intersectbed, bedtools_intersectbed, mergeCols1, mergeCols1, comp1, comp1, join1, comp1, Grouping1, cat1, Grouping1, join1, join1, join1, Add_a_column1, Add_a_column1, Add_a_column1, Add_a_column1, Cut1, Cut1]",
1967,,be9901e1956f2104,Workflow constructed from history 'Exome Seq' 2nd,"{2: [], 3: [2], 4: [3], 5: [4], 6: [5]}","[freebayes, vcfallelicprimitives, snpSift_filter, snpSift_annotate, snpEff]",
1968,,bb2310d7e49596c7,Workflow constructed from history 'mirbase anti-VEGF',"{2: [], 3: [2], 4: [3], 5: [4], 6: [5], 7: [5]}","[bowtie2, htseq_count, deseq2, Filter1, Filter1, Filter1]",
1969,,ba70a3e41276a315,Preparation of a large compound library by merging of chemical databases. (imported from uploaded file),"{0: [], 1: [], 2: [], 3: [], 4: [0], 5: [1], 6: [2], 7: [3], 8: [4], 9: [5], 10: [6], 11: [7], 12: [8], 13: [9], 14: [10], 15: [11], 16: [12], 17: [13], 18: [14], 19: [12, 13, 14, 15], 20: [15], 21: [19], 22: [21], 23: [22], 24: [23], 25: [24], 26: [25], 27: [26], 28: [27], 29: [28]}","[ctb_online_data_fetch, ctb_online_data_fetch, ctb_online_data_fetch, ctb_pubchem_download_as_smiles, openbabel_change_title, Filter1, openbabel_change_title, Filter1, openbabel_compound_convert, openbabel_compound_convert, openbabel_compound_convert, openbabel_compound_convert, addValue, addValue, addValue, addValue, bg_uniq, bg_uniq, bg_uniq, cat1, bg_uniq, mergeCols1, Cut1, Filter1, sed_stream_editor, bg_uniq, openbabel_remIons, Grep1, bg_uniq, bg_uniq]",
1970,,b7f405e48b40efed,Bar chart,{1: []},[barchart_gnuplot],
1971,,b6a351bae1f12ff3,"Add ""chr"" at beginning of each line",{1: []},[cshl_awk_tool],
1972,,b033f71701672a26,Workflow constructed from history 'Peptide shaker Test2',"{2: [], 3: [], 4: [], 5: [], 6: [5], 7: [3, 6], 8: [4, 7]}","[dbbuilder, dbbuilder, FileConverter, peptide_shaker, uniprot, fasta_merge_files_and_filter_unique_sequences, search_gui]",
1973,,bc7995dd8ecffdbb,Workflow constructed from history 'CAP1 PC',"{2: [], 3: [2], 4: [3]}","[join1, sort1, Cut1]",
1974,,b27b31dd7161d92d,double TAILS Okt17,"{2: [], 3: [2], 4: [3], 5: [3], 6: [4], 7: [5], 8: [], 9: [8], 10: [9], 11: [10], 12: [11], 13: [2, 12], 14: [13], 15: [14], 16: [15], 17: [16]}","[FeatureFinderMultiplex, HighResPrecursorMassCorrector, MSGFPlusAdapter, MSGFPlusAdapter, PeptideIndexer, PeptideIndexer, IDMerger, ConsensusID, PeptideIndexer, FalseDiscoveryRate, IDFilter, IDMapper, IDConflictResolver, FileFilter, FileMerger, MzTabExporter]",TAILS
1975,,b478682c74c10812,Peak overlap to mm9,"{2: [], 3: [], 4: [2], 5: [4], 6: [3, 5], 7: [6]}","[cshl_awk_tool, get_flanks1, tp_find_and_replace, tp_find_and_replace, gops_intersect_1, Count1]",
1976,,b674afefde7fee20,Workflow  'Exome Seq',"{2: [], 3: [2], 4: [3], 5: [4], 6: [5]}","[freebayes, vcfallelicprimitives, snpSift_filter, snpSift_annotate, snpEff]",
1977,,b7ac1c1db0b476c2,"Add ""chr"" at beginning of each line",{1: []},[cshl_awk_tool],
1978,,b955e19fac64ebc0,metilene to bed,"{1: [], 2: [1], 3: [2], 4: [3], 5: [4], 6: [5]}","[Filter1, tp_sort_header_tool, tp_cut_tool, addValue, addValue, addValue]",
1979,,b3f9866b912fdfb1,Workflow constructed from history 'Galaxy Course Day 1 (2015)',"{2: [], 3: [], 4: [2], 5: [4], 6: [5], 7: [3, 5], 8: [7]}","[tp_replace_in_column, get_flanks1, tp_replace_in_column, cshl_awk_tool, CONVERTER_interval_to_bed_0, gops_intersect_1, Count1]",
1980,,bcadbdb9e66ec334,EVPP_naivepeak_v0FILTERMIN10,"{3: [], 4: [], 5: [], 6: [], 7: [3], 8: [4], 9: [5], 10: [6], 11: [8, 7], 12: [11], 13: [12], 14: [13], 15: [14], 16: [15], 17: [16, 9], 18: [16, 10], 19: [16], 20: [17, 18], 21: [20], 22: [21], 23: [21], 24: [19, 22], 25: [19, 23], 26: [24], 27: [25]}","[sort1, sort1, bedtools_bedtobam, bedtools_bedtobam, bedtools_mergebed, bedtools_mergebed, bam_to_sam, bam_to_sam, tp_cat, sort1, bedtools_mergebed, tp_awk_tool, bed2gff1, tp_awk_tool, htseq_count, htseq_count, tp_awk_tool, deseq2, tp_sort_header_tool, Filter1, Filter1, comp1, comp1, tp_awk_tool, tp_awk_tool]",
1981,,bae6ba2a1ef102d8,ST366 light,"{2: [], 3: [], 4: [2], 5: [3], 6: [5], 7: [6], 8: [6], 9: [4, 7], 10: [8], 11: [9, 10]}","[msconvert3_raw, msconvert3_raw, silac_analyzer, proteomics_search_tandem_1, proteomics_search_peptide_prophet_1, openms_id_file_converter, proteomics_search_protein_prophet_1, openms_id_mapper, openms_id_file_converter, openms_protein_quantifier]",
1982,,bc4cad4491f85244,analyze2,"{1: [], 2: [1], 3: [2], 4: [2]}","[fastq_groomer, cshl_fastq_quality_filter, fastqc, cshl_fastx_trimmer]",
